image,name,category,location,color,size,amount,comments,claimed,hidden
"('src', 'https://drive.google.com/thumbnail?id=1f7HurIaNXGejrEkdqXAcWRU2Qoc9DBNx&sz=w200-h200')",Heart,Other,32 - Misc. props,red,~15 cm ,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1JiqPtWdk8pQ3s6ZRHAThe_SWrGoTcyW4&sz=w200-h200')",long white gloves,Gloves,5 - Arm accessories,white,,,"Long gloves, sleve gloves, fancy gloves, shiny white, warm white, Cinderella, ",None,0
"('src', 'https://drive.google.com/thumbnail?id=19V3qXP5Y00v04309RGXdMfJ0M39qWoib&sz=w200-h200')",eyeballs,Other,32 - Misc. props,white-red,,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1AFM7ZwvD5JurnCqoXs5fxL59UDjwv8It&sz=w200-h200')",Transfer paper,Fabric,18 - materials right middle closet,,,,"Iron-on paper, clothes",None,0
"('src', 'https://drive.google.com/thumbnail?id=1qHHqWEim-1XT2m2KLTdwFepyGfndIFY7&sz=w200-h200')",stethoscope ,Other,1 - Profession specific props,red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ufpp9V5CeqrMHB_6CWqh3XqiCaX1f7-T&sz=w200-h200')",Potato sack,Fabric,18 - materials right middle closet,Brown,,,"Potato sack, rice sack, juten, jute, bag",None,0
"('src', 'https://drive.google.com/thumbnail?id=1ThGSvO5W9JrCl_ce4fjqrMBA9hnbpIRD&sz=w200-h200')",Ribbon,Fabric,18 - materials right middle closet,Multicolor,,,"Band, bow",None,0
"('src', 'https://drive.google.com/thumbnail?id=1SXM6f0lnXdKQQjGUZs2OlTzV6idleDrS&sz=w200-h200')",earrings set,head_other,3 - face accessories,silver,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1v6kgwG1JenSnpdZ9J_-TPVrMQt1U6Tnk&sz=w200-h200')",Sewing materials,other materials ,18 - materials right middle closet,,,,"Scissors, needles, pins, measuring tape, velcro, thread, ruler, safety pins",None,0
"('src', 'https://drive.google.com/thumbnail?id=1NArWU3LbB_RP34R1SECNvc5joL9D41Ol&sz=w200-h200')",cake container ,Food trays,25.1 - food and cooking,white,~40 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sM7T3A6Qulyj848mP7WTT_sx9DbfXnRo&sz=w200-h200')",Textile glue,Paint-like,18 - materials right middle closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1W1K2kssMhcQ5_CxPDZU-ICUv-VWI9Eba&sz=w200-h200')",crocs,Shoes,36 - Shoes,white,42,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1iS34_uDpXNUoH5wBFoTM9f3rQyeB1eNr&sz=w200-h200')",Textile paint,Paint,18 - materials right middle closet,Multicolor,,,"White, gold, skin color, Havana brown, sienna, Terra opaque",None,0
"('src', 'https://drive.google.com/thumbnail?id=15ynQG95w0O8FAk51uzZFtXPrp-VQB-UK&sz=w200-h200')",inesis cap,Hat,29 - hats,white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1U__JJB5IPfmSTAyduU5XcSJkSxiTVEzb&sz=w200-h200')",sweat bracelet ,Arms/hands,5 - Arm accessories,white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1lcMthPA6W6cu9vaIlB89Tpg456bcx7ot&sz=w200-h200')",glowsticks,Arms/hands,5 - Arm accessories,neon,,8,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1mOAikqsNUMNRtBwNGjk4DbSD3p8LNQD6&sz=w200-h200')",Cleaning supplies,Cleaning materials,19 - materials bottom closet,,,,"Trash bags, sacks, sponses, washing clothes, micro fiber, dishcloth, dish brush, baby wipes, tea towel, paper towel, all-purpose cleaning spray, dish soap, toilet paper",None,0
"('src', 'https://drive.google.com/thumbnail?id=1Jwjva95_q5Ybz3YbKOa0zgPcbhWbOatZ&sz=w200-h200')",Dustpan and brush,Cleaning materials,19 - materials bottom closet,Green and pink,,,"Stoffer en blik, tiny hand-held broom",None,0
"('src', 'https://drive.google.com/thumbnail?id=1sgSSO3CMlql9feZCC9B9CMiHjCULliMv&sz=w200-h200')",Stuffing + cotton balls,other materials ,19 - materials bottom closet,White,,,"Make-up, cleaning, plush filling",None,0
"('src', 'https://drive.google.com/thumbnail?id=1bXzGxwT2YtynGo2bDC2ztr6oyL0k_N1y&sz=w200-h200')",Paper on roll,Paper,19 - materials bottom closet,White,,,Creme white,None,0
"('src', 'https://drive.google.com/thumbnail?id=1cG8D7bEldosHAc5-lOrQSQxvHkYgEvWR&sz=w200-h200')",Speaker,electronics ,19 - materials bottom closet,Black,,,"Bluetooth, box, music, wireless sound system, microphone",None,0
